"seqn","ocq130","ocq150","ocq160","ocq180","ocq210","ocd230","ocd240","ocq260","ocd270","ocq280","ocq290g","ocq290q","ocq300","ocq310a","ocq310b","ocq310c","ocq330a","ocq330b","ocq330c","ocq330d","ocq330e","ocq340","ocq350","ocq360","ocq380","ocq390g","ocd390","ocd395","ocq420","ocq430","ocq440","ocq450","ocq470g","ocd470","ocd480"
5124,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,38,360,2,NA,NA,NA,NA,NA,NA
5125,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5127,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,36,2,NA,NA,NA,NA,NA,NA
5128,NA,1,NA,40,NA,40,5,4,240,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5130,NA,1,NA,40,NA,40,35,3,24,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5133,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,72,1,1,1,1,NA,NA,NA
5135,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,30,420,1,2,NA,NA,NA,NA,NA
5136,NA,1,NA,50,NA,35,24,1,468,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5138,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5139,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,24,360,2,NA,NA,NA,NA,NA,NA
5140,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5142,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,98,3,2,NA,NA,NA,NA,NA,NA
5143,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,444,1,2,NA,NA,NA,NA,NA
5144,NA,1,NA,24,1,38,23,1,1,2,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5145,NA,1,NA,10,2,42,7,1,3,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,8,5,NA,NA,NA,NA,NA,NA,NA
5146,NA,1,NA,19,2,41,21,3,7,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5149,NA,1,NA,40,NA,27,19,1,72,1,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5151,NA,1,NA,45,NA,28,9,1,96,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,1,30,180,NA,1,4,1,NA,NA,NA
5152,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,23,48,2,NA,NA,NA,NA,NA,NA
5154,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,84,2,NA,NA,NA,NA,NA,NA
5155,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,31,324,2,NA,NA,NA,NA,NA,NA
5157,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,19,144,2,NA,NA,NA,NA,NA,NA
5159,NA,1,NA,49,NA,11,33,1,4,1,2,NA,1,2,1,1,NA,2,NA,NA,NA,2,NA,NA,NA,1,28,8,NA,NA,NA,NA,NA,NA,NA
5161,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,32,240,1,1,8,2,NA,NA,NA
5162,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5163,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5164,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,23,96,1,1,3,2,NA,NA,NA
5165,NA,1,NA,40,NA,40,19,3,36,2,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,16,180,NA,NA,NA,NA,NA,NA,NA
5166,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5171,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5173,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,48,2,NA,NA,NA,4,NA,NA
5175,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,276,2,NA,NA,NA,NA,NA,NA
5176,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,27,4,2,NA,NA,NA,NA,NA,NA
5177,NA,1,NA,40,NA,39,4,1,9,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,11,24,NA,NA,NA,NA,NA,NA,NA
5180,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,36,2,NA,NA,NA,NA,NA,NA
5181,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,360,2,NA,NA,NA,NA,NA,NA
5182,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5184,NA,1,NA,50,NA,18,16,2,372,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5186,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,324,2,NA,NA,NA,NA,NA,NA
5187,NA,1,NA,25,2,4,30,1,456,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5188,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,34,360,1,1,8,1,NA,NA,NA
5190,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5191,NA,1,NA,32,2,40,35,4,96,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5192,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5193,NA,1,NA,30,1,17,35,1,12,1,2,NA,1,2,1,1,NA,NA,NA,4,NA,1,1,4,NA,1,2,60,NA,2,NA,NA,1,33,31
5195,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,26,108,1,1,15,2,NA,NA,NA
5197,NA,1,NA,60,NA,1,26,1,24,2,2,NA,1,1,1,1,1,NA,NA,4,NA,2,NA,NA,NA,1,26,60,NA,NA,NA,NA,NA,NA,NA
5198,NA,1,NA,40,NA,39,14,1,72,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,19,132,NA,NA,NA,NA,NA,NA,NA
5199,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,168,2,NA,NA,NA,NA,NA,NA
5200,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5201,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5202,NA,1,NA,60,NA,17,35,1,24,1,2,NA,1,2,2,1,NA,NA,NA,NA,5,2,NA,NA,NA,1,18,96,NA,NA,NA,NA,NA,NA,NA
5203,NA,1,NA,58,NA,24,35,1,264,1,2,NA,1,2,2,1,NA,NA,NA,4,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5204,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5205,NA,1,NA,12,2,27,23,1,0,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5206,NA,1,NA,55,NA,30,10,1,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5207,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,1,2,NA,NA,NA,NA,NA,NA
5208,NA,1,NA,50,NA,28,6,5,18,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,60,NA,2,NA,NA,NA,NA,NA
5210,NA,1,NA,65,NA,31,11,1,13,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5211,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5212,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,1,2,NA,NA,NA,4,NA,NA
5213,NA,1,NA,40,NA,40,2,4,3,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,204,NA,NA,NA,NA,NA,NA,NA
5214,NA,1,NA,40,NA,30,24,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,21,24,NA,NA,NA,NA,NA,NA,NA
5215,NA,1,NA,48,NA,36,24,1,24,1,1,8,1,2,2,2,NA,NA,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA
5216,NA,1,NA,63,NA,16,36,1,36,1,2,NA,1,2,1,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5217,NA,1,NA,40,NA,10,33,1,24,2,1,1,1,2,2,1,NA,NA,NA,4,NA,2,NA,NA,NA,1,23,36,NA,NA,NA,NA,NA,NA,NA
5218,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5219,NA,1,NA,40,NA,40,35,3,24,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,98,48,NA,NA,NA,NA,NA,NA,NA
5220,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,38,384,1,1,8,2,NA,NA,NA
5221,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,264,2,NA,NA,NA,NA,NA,NA
5222,NA,1,NA,40,NA,33,17,1,8,2,1,3,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,1,24,156,NA,NA,NA,NA,NA,NA,NA
5223,NA,1,NA,40,NA,4,30,1,8,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5224,NA,1,NA,30,1,28,6,1,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5225,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,384,2,NA,NA,NA,NA,NA,NA
5226,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,26,48,2,NA,NA,NA,NA,NA,NA
5229,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5230,NA,1,NA,40,NA,42,1,1,60,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,96,NA,NA,NA,NA,NA,NA,NA
5232,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5233,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,11,3,2,NA,NA,NA,4,NA,NA
5234,NA,1,NA,30,2,40,5,4,12,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5235,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,24,204,2,NA,NA,NA,NA,NA,NA
5236,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,30,12,2,NA,NA,NA,NA,NA,NA
5237,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5238,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,660,2,NA,NA,NA,NA,NA,NA
5240,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,98,276,2,NA,NA,NA,NA,NA,NA
5241,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,240,2,NA,NA,NA,NA,NA,NA
5243,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5244,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,31,24,2,NA,NA,NA,NA,NA,NA
5245,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5246,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5247,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,180,2,NA,NA,NA,NA,NA,NA
5248,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,35,480,2,NA,NA,NA,NA,NA,NA
5249,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5251,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,492,1,1,8,2,NA,NA,NA
5254,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,5,12,2,NA,NA,NA,NA,NA,NA
5255,NA,2,2,NA,1,17,35,1,72,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5256,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,2,120,2,NA,NA,NA,NA,NA,NA
5257,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5259,NA,1,NA,40,NA,24,11,1,12,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,8,72,NA,NA,NA,NA,NA,NA,NA
5260,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,32,60,2,NA,NA,NA,NA,NA,NA
5261,NA,1,NA,40,NA,38,12,3,156,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5262,NA,1,NA,40,NA,8,1,1,120,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5265,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,240,2,NA,NA,NA,NA,NA,NA
5267,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5268,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5269,NA,1,NA,40,NA,22,38,1,36,1,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5270,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5271,NA,1,NA,30,2,27,1,1,48,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5273,NA,1,NA,31,2,15,3,1,24,2,2,NA,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5274,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5275,NA,1,NA,62,NA,12,31,1,156,1,1,1,1,2,1,2,NA,NA,NA,NA,NA,1,1,8,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5276,NA,1,NA,50,NA,40,18,3,48,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5277,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,39,3,2,NA,NA,NA,NA,NA,NA
5278,NA,1,NA,45,NA,1,26,1,240,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5280,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5282,NA,1,NA,41,NA,9,10,1,60,1,2,NA,1,2,2,2,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5283,NA,1,NA,50,NA,2,25,1,48,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5284,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,5,396,2,NA,NA,NA,NA,NA,NA
5285,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,9,NA,99999,9,NA,NA,NA,NA,NA,NA
5292,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5294,NA,1,NA,40,NA,38,23,3,216,1,2,NA,1,2,2,1,1,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5295,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,26,240,2,NA,NA,NA,NA,NA,NA
5296,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,12,2,NA,NA,NA,NA,NA,NA
5297,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5298,NA,1,NA,50,NA,4,37,1,8,2,1,3,1,2,2,1,NA,NA,NA,4,NA,1,1,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5300,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5301,NA,1,NA,40,NA,8,1,1,108,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5302,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,34,336,1,1,8,1,NA,NA,NA
5303,NA,1,NA,40,NA,35,1,1,84,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,41,4,NA,1,5,2,NA,NA,NA
5304,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5305,NA,1,NA,40,NA,27,1,1,24,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,NA,1,98,96,NA,2,NA,NA,NA,NA,NA
5306,NA,1,NA,46,NA,4,30,3,216,1,1,4,1,2,1,1,NA,2,NA,NA,NA,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5307,NA,1,NA,68,NA,27,19,1,96,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
5308,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5309,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,31,84,1,1,8,2,NA,NA,NA
5310,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,240,1,1,2,1,NA,NA,NA
5311,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
5313,NA,1,NA,12,2,4,10,1,24,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
