"seqn","fsd010","fsd160","fsd170n","fsd180","fsd190","fsd200","fsd655","fsd660c","fsd665","fsq650","fsd660m","fsd670","hhfdsec","adfdsec","chfdsec"
332,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
333,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
334,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
335,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
336,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
337,1,1,1,2,NA,NA,NA,NA,NA,1,1,3,1,1,1
338,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
339,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
340,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
341,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
342,3,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,1,1,1
343,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,1
344,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
345,1,2,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
346,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
347,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
348,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
349,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
350,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
351,2,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
352,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
353,2,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
354,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
355,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
356,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
357,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
358,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
359,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
360,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
362,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
363,3,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,3,3,3
364,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
365,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
366,1,1,NA,NA,NA,NA,1,1,6,NA,NA,NA,1,1,1
367,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
368,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
369,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
370,2,2,1,2,NA,NA,1,1,2,NA,NA,NA,3,3,3
371,1,2,3,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
372,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
373,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
374,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
375,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
376,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
377,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
378,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
379,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
380,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
381,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
382,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
383,1,2,99,9,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
384,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
385,2,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,3,3,3
386,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
387,2,1,1,2,NA,NA,1,1,3,NA,NA,NA,2,2,1
388,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
389,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
390,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
391,1,2,3,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
392,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
393,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
394,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
395,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
396,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
397,1,1,1,1,12,1,NA,NA,NA,1,1,3,NA,NA,NA
398,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
399,2,2,6,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
400,1,2,5,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
401,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
402,1,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
403,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
404,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
405,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
406,1,1,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
407,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
408,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
409,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
410,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
411,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
412,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
413,2,1,1,2,NA,NA,1,1,2,NA,NA,NA,3,3,3
414,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
415,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
416,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
417,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
418,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
419,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
420,2,1,1,2,NA,NA,1,2,5,NA,NA,NA,2,2,1
421,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
422,1,2,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
423,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
424,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
425,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
426,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
427,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
428,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
429,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
430,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
431,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
432,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
433,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
434,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
435,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
436,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
437,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA
438,2,2,4,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
439,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
440,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
441,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
442,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
443,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
444,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
445,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
446,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
447,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
448,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
449,3,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4
450,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
451,1,2,1,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
452,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
453,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
454,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
455,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
456,2,1,NA,NA,NA,NA,1,1,5,NA,NA,NA,3,3,3
457,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
458,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
459,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
460,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
461,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
462,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,3,3,3
463,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
464,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2
465,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
466,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
467,2,1,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,1,1
468,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
469,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
470,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
471,2,1,1,2,NA,NA,1,1,1,NA,NA,NA,2,2,1
472,2,2,99,1,4,2,NA,NA,NA,NA,NA,NA,3,3,NA
473,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
474,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
475,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
476,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3
477,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
478,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
479,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,4,3
480,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
481,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
482,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
483,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
484,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
485,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
486,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
487,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
488,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
489,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
490,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
491,1,1,2,1,12,1,1,1,6,NA,NA,NA,1,1,1
492,2,2,99,9,NA,NA,NA,NA,NA,1,1,1,3,3,NA
493,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
494,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
497,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
498,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
499,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
500,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
501,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
502,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
503,1,1,NA,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
504,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
505,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
506,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
507,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
508,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
509,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
510,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
511,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA
512,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
514,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
515,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
516,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
517,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
518,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
519,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,2,1
520,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
521,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
522,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
523,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
524,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
525,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1
526,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
529,1,2,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
530,2,1,4,1,4,1,1,1,1,NA,NA,NA,3,3,2
531,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
532,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
533,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
534,1,1,NA,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
535,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
536,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
537,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
538,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
540,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
541,2,1,1,2,NA,NA,NA,NA,NA,1,1,3,3,3,3
542,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
543,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
544,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
545,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,3,3,1
546,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
549,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
550,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
551,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
552,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
553,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
554,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
555,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
556,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
557,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
558,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
559,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
560,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
561,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
562,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA
563,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
564,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
565,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
566,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4
567,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
568,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
569,2,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
570,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
571,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
572,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
573,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,1,1,NA,NA,NA,NA,1,2,5,NA,NA,NA,2,2,1
576,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
577,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
578,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
579,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2
580,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
581,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
582,2,2,1,1,12,1,NA,NA,NA,1,2,3,3,3,2
583,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
584,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
585,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
586,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
587,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
588,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
589,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
590,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
591,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
592,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
593,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
594,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
595,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
596,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
597,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
598,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1
599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
601,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
602,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
603,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
604,2,2,7,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
605,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
606,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
607,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
608,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
609,2,1,6,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
610,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,NA
611,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
612,1,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
613,1,2,2,1,12,1,NA,NA,NA,NA,NA,NA,1,1,NA
614,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
615,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
616,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
617,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
618,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
619,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
620,2,2,2,1,12,1,NA,NA,NA,NA,NA,NA,2,2,2
621,2,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
622,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
623,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3
624,3,1,4,1,12,1,NA,NA,NA,NA,NA,NA,3,3,3
625,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
626,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
627,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
628,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA
629,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
630,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
631,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
632,1,2,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,1,1
633,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
634,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
635,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
636,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
637,1,1,2,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
638,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,4,4,3
639,1,1,1,1,10,2,NA,NA,NA,NA,NA,NA,1,1,1
640,1,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,NA
641,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3
642,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
643,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2
644,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1
645,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
646,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
647,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
648,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
649,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1
650,1,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,2,1
651,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
652,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
653,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
654,1,2,2,1,12,1,NA,NA,NA,NA,NA,NA,1,1,1
655,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
656,1,2,3,1,2,2,1,1,1,NA,NA,NA,1,1,1
657,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
658,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
659,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
660,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
661,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2
662,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
663,1,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1
664,2,2,3,1,12,1,NA,NA,NA,NA,NA,NA,3,2,3
665,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1
666,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA
