"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsd401","fsd411","fsd421","fsd431","fsq440","fsd451","fsq165","fsq171","fsd225","fsq235","fsq162","fsd650zc","fsd660zc","fsd675","fsd680","fsd670zc","fsq690","fsq695","fsd650zw","fsd660zw","fsd670zw"
49649,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
49650,3,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,1,1,66666,250,1,1,1,1,NA,1,1,2,NA,NA,NA
49651,2,2,2,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,3,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49652,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,27,400,2,NA,NA,1,1,36,1,1,NA,NA,NA
49653,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,3,59,2,NA,NA,1,1,48,1,1,NA,NA,NA
49654,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49655,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,1,2,5,2,NA,NA,NA,NA
49656,2,1,2,2,3,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,2,3,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49657,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
49658,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,12,1,1,NA,NA,NA
49659,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49660,1,1,2,1,3,3,1,3,1,1,1,1,2,2,2,NA,2,2,4,4,2,2,3,3,3,2,NA,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49661,2,2,1,1,1,2,1,2,1,1,2,1,2,2,2,NA,2,2,4,4,3,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49662,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49663,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
49664,1,2,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,1,2,3,3,3,2,2,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49665,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49666,2,3,3,3,3,3,2,NA,1,2,2,2,NA,2,2,NA,2,2,2,2,1,2,3,3,3,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49667,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49668,2,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,3,NA,NA,1,1,9,375,1,1,1,1,1,15,1,3,NA,NA,NA
49669,3,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,1,NA,1,1,6,NA,NA,NA
49670,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49671,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
49672,2,3,2,2,3,3,1,2,1,1,2,2,NA,2,2,NA,2,2,3,4,2,1,3,3,3,3,NA,NA,1,1,5,164,2,2,NA,1,2,12,1,1,NA,NA,NA
49673,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49674,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49675,2,3,2,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,1,1,48,2,NA,NA,NA,NA
49676,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49677,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,11,320,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49678,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,1,1,23,250,1,1,1,1,NA,11,1,3,NA,NA,NA
49679,1,1,1,NA,NA,NA,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,4,4,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49680,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49681,2,3,3,2,3,3,1,3,1,2,2,2,NA,2,2,NA,2,2,3,3,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,1,1,24,1,1,NA,NA,NA
49682,2,2,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49683,2,2,2,3,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,3,3,3,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49684,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49685,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
49686,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,50,540,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49687,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,1,1,36,1,99,NA,NA,NA
49688,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49689,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49690,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49691,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
49692,1,1,2,1,2,2,2,NA,2,2,2,1,3,2,2,NA,1,2,4,3,3,2,3,3,3,3,NA,NA,1,1,23,99999,1,1,1,2,1,1,1,5,NA,NA,NA
49693,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49694,1,2,3,3,3,3,1,3,1,1,2,2,NA,2,2,NA,2,2,3,3,1,2,3,2,3,3,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49695,1,1,3,1,3,3,1,1,1,1,2,1,1,1,2,NA,2,2,4,4,3,1,2,3,3,3,2,2,1,1,55555,77777,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49696,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49697,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49698,2,2,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,1,1,11,425,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49699,2,2,3,NA,NA,NA,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49700,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49701,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,2,2,0,2,NA,NA,NA,NA
49702,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49703,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49704,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49705,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49706,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,30,83,2,NA,NA,1,1,60,1,4,NA,NA,NA
49707,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49708,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49709,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49710,2,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,3,NA,NA,1,1,141,450,2,NA,NA,1,1,60,1,1,NA,NA,NA
49711,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49712,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49713,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49714,2,2,3,3,3,3,1,2,1,2,2,2,NA,2,2,NA,2,2,3,3,1,2,3,3,3,3,NA,NA,1,1,2,190,2,NA,NA,1,1,60,1,1,NA,NA,NA
49715,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49716,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
49717,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,2,NA,NA,1,1,36,1,3,NA,NA,NA
49718,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,27,219,2,NA,NA,1,1,60,1,2,NA,NA,NA
49719,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,61,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49720,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,12,162,1,1,1,1,NA,3,1,2,NA,NA,NA
49721,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49722,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49723,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49724,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
49725,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49726,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,2,1,1,12,1,4,NA,NA,NA
49727,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49728,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49729,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,1,1,60,1,99,NA,NA,NA
49730,1,1,1,1,1,2,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,2,3,3,3,NA,2,1,1,25,236,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49731,2,2,2,NA,NA,NA,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49732,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49733,1,2,2,2,3,2,1,2,1,1,1,1,3,1,2,NA,2,2,4,4,3,1,2,2,3,2,2,1,1,1,26,511,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
49734,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,1,1,2,2,1,2,2,NA,NA,NA,NA
49735,2,2,3,3,3,3,2,NA,1,2,2,2,NA,2,2,NA,2,2,3,3,1,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49736,2,2,2,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,NA,2,3,3,3,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49737,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49738,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49739,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,3,3,3,3,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49740,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49741,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1,66666,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49742,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,66666,99999,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49743,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49744,1,2,2,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,3,2,3,2,2,1,1,7,24,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49745,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49746,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49747,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49748,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49749,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49750,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,NA,0,2,NA,NA,NA,NA
49751,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,2,2,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49752,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49753,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,1,1,1,1,36,2,NA,NA,NA,NA
49754,1,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,3,3,3,3,2,NA,1,1,9,284,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49755,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,1,1,28,186,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49756,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,2,NA,2,2,0,1,2,NA,NA,NA
49757,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49758,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49759,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49760,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,2,0,2,NA,NA,NA,NA
49761,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,NA,2,NA,0,2,NA,NA,NA,NA
49762,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49763,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49764,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49765,1,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,3,3,3,3,NA,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
