"seqn","ocd150","ocq180","ocq210","ocd231","ocd241","ocq260","ocq265","ocd270","ocq290g","ocq290q","ocq380","ocd390g","ocd392","ocd395"
39281,1,40,NA,11,2,1,1,360,2,NA,NA,2,NA,NA
39285,1,40,NA,8,9,1,4,36,2,NA,NA,1,9,240
39286,1,64,NA,16,6,1,1,48,2,NA,NA,1,17,108
39287,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39288,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39289,2,NA,2,12,1,1,1,204,1,1,NA,2,NA,NA
39290,1,40,NA,8,22,1,4,3,2,NA,NA,1,15,36
39291,1,40,NA,7,17,1,1,7,2,NA,NA,1,21,36
39292,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,12
39293,1,20,1,4,19,1,1,9,1,10,NA,1,19,132
39294,1,24,1,5,19,1,1,60,2,NA,NA,2,NA,NA
39295,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,432
39297,1,23,2,14,17,4,1,0,1,8,NA,1,11,18
39298,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,10
39300,1,30,2,14,22,4,1,1,2,NA,NA,1,15,24
39301,1,35,NA,11,17,1,1,4,1,3,NA,2,NA,NA
39302,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,156
39304,1,50,NA,1,18,1,1,24,2,NA,NA,1,22,48
39305,1,40,NA,5,4,1,1,312,2,NA,NA,2,NA,NA
39307,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,240
39311,1,35,NA,4,19,1,1,36,1,1,NA,1,12,42
39314,1,35,NA,15,8,4,1,168,2,NA,NA,2,NA,NA
39315,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,3
39317,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,12
39318,1,40,NA,4,19,5,1,144,2,NA,NA,2,NA,NA
39319,1,45,NA,8,1,1,1,48,2,NA,NA,2,NA,NA
39320,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,540
39322,1,40,NA,4,19,1,1,6,2,NA,NA,1,19,60
39323,1,35,NA,13,2,1,1,144,2,NA,NA,1,13,480
39324,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,72
39327,1,40,NA,4,19,1,1,60,2,NA,NA,2,NA,NA
39328,1,56,NA,4,19,4,1,60,1,1,NA,2,NA,NA
39329,1,40,NA,7,22,1,1,3,2,NA,NA,1,22,240
39334,1,40,NA,14,14,1,1,48,2,NA,NA,2,NA,NA
39335,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,22,12
39336,1,40,NA,18,13,1,1,36,2,NA,NA,2,NA,NA
39337,1,40,NA,15,8,3,1,240,2,NA,NA,2,NA,NA
39338,1,50,NA,13,5,1,1,24,2,NA,NA,2,NA,NA
39339,1,24,1,20,14,1,5,120,2,NA,NA,2,NA,NA
39340,1,58,NA,9,22,1,4,8,2,NA,NA,1,20,456
39343,1,42,NA,8,16,1,2,0,2,NA,NA,1,17,36
39344,1,60,NA,8,16,1,1,10,2,NA,NA,1,1,120
39345,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,6
39346,1,20,2,14,14,1,1,2,2,NA,NA,7,NA,NA
39347,2,NA,1,15,17,1,1,1,2,NA,NA,1,19,6
39348,1,40,NA,5,21,1,3,12,1,1,NA,1,21,60
39349,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,12,168
39350,1,40,NA,16,6,1,1,180,2,NA,NA,2,NA,NA
39351,1,60,NA,4,19,1,1,1,2,NA,NA,2,NA,NA
39352,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,120
39353,1,50,NA,16,1,1,1,60,2,NA,NA,2,NA,NA
39354,1,60,NA,15,8,4,1,48,2,NA,NA,1,1,132
39355,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,6
39356,2,NA,2,4,19,1,1,12,1,8,NA,2,NA,NA
39357,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,60
39360,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39361,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,48
39362,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,1
39363,1,125,NA,16,22,3,5,12,1,8,NA,1,21,132
39364,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,360
39365,1,35,NA,4,19,5,1,24,2,NA,NA,1,18,120
39367,1,40,NA,15,17,1,1,120,2,NA,NA,2,NA,NA
39368,1,35,NA,8,16,1,4,132,2,NA,NA,2,NA,NA
39371,1,40,NA,19,21,1,1,22,2,NA,NA,1,16,216
39372,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,564
39374,1,40,NA,19,13,1,1,108,1,8,NA,2,NA,NA
39376,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,216
39378,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,108
39379,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39380,1,40,NA,15,20,99,1,420,1,1,NA,2,NA,NA
39381,1,52,NA,4,1,1,1,36,1,1,NA,2,NA,NA
39382,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,324
39385,1,40,NA,16,10,1,1,1,2,NA,NA,2,NA,NA
39389,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,240
39390,1,45,NA,19,15,1,1,228,2,NA,NA,2,NA,NA
39391,1,40,NA,5,2,1,1,192,2,NA,NA,2,NA,NA
39392,1,46,NA,6,17,1,1,252,2,NA,NA,2,NA,NA
39397,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,6
39399,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,36
39400,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,180
39402,1,55,NA,7,22,1,5,84,2,NA,NA,2,NA,NA
39404,1,40,NA,13,4,1,1,36,1,0,NA,1,4,300
39405,1,4,2,19,6,5,4,600,2,NA,NA,2,NA,NA
39406,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,24
39407,1,40,NA,16,1,2,1,240,2,NA,NA,2,NA,NA
39409,1,40,NA,4,19,1,1,72,2,NA,NA,2,NA,NA
39410,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,36
39411,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,84
39413,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,21,72
39414,1,30,2,18,16,1,4,36,1,8,NA,2,NA,NA
39415,1,40,NA,15,8,3,1,24,2,NA,NA,2,NA,NA
39417,1,13,1,8,16,1,4,0,1,8,NA,2,NA,NA
39418,1,40,NA,4,19,1,1,72,1,1,NA,2,NA,NA
39419,1,63,NA,19,15,1,1,36,2,NA,NA,1,19,8
39420,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,204
39421,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,3
39422,1,48,NA,16,20,1,1,12,1,0,NA,1,20,84
39424,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,12,180
39426,1,25,2,20,14,1,1,60,2,NA,NA,1,21,96
39427,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,0
39428,1,40,NA,19,21,1,1,2,1,8,NA,1,20,24
39429,1,40,NA,16,1,2,1,324,1,5,NA,2,NA,NA
39432,1,36,NA,19,21,5,1,324,1,4,NA,2,NA,NA
39433,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,156
39434,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,384
39435,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,12
39436,1,30,1,4,1,5,5,144,1,3,NA,2,NA,NA
39438,1,50,NA,6,4,1,1,72,2,NA,NA,2,NA,NA
39439,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,11,24
39444,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,NA,NA
39446,1,22,2,13,9,5,5,216,1,1,NA,2,NA,NA
39448,2,NA,2,16,15,1,5,60,2,NA,NA,1,1,240
39449,1,20,2,18,13,1,4,12,1,2,NA,2,NA,NA
39452,1,56,NA,4,19,1,1,36,1,1,NA,2,NA,NA
39454,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,72
39455,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
39456,2,NA,2,4,16,5,5,120,2,NA,NA,2,NA,NA
39459,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,360
39460,1,40,NA,13,1,1,1,12,2,NA,NA,2,NA,NA
39463,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,17,60
39464,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,12
39466,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,15
39467,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,9
39469,1,50,NA,8,1,1,1,12,2,NA,NA,2,NA,NA
39470,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,264
39471,1,45,NA,15,8,3,1,36,2,NA,NA,2,NA,NA
39472,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,12
39474,1,22,2,8,20,1,1,420,1,0,NA,2,NA,NA
39475,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,120
39476,1,19,1,9,22,4,1,36,2,NA,NA,1,8,444
39477,1,120,NA,4,19,1,1,3,2,NA,NA,2,NA,NA
39478,1,48,NA,6,16,1,1,96,1,1,NA,1,21,264
39479,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,216
39482,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,48
39484,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,0
39487,1,40,NA,6,21,1,4,60,2,NA,NA,2,NA,NA
39489,1,24,1,9,22,1,2,36,1,1,NA,1,15,48
39490,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,228
39493,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,480
39494,1,70,NA,8,22,1,1,84,1,4,NA,2,NA,NA
39497,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,324
39498,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22,3
39501,1,45,NA,14,17,1,2,24,2,NA,NA,1,8,12
39502,2,NA,2,9,22,1,5,240,2,NA,NA,1,22,324
39503,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,4
39505,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,300
39506,1,45,NA,8,16,1,1,96,2,NA,NA,2,NA,NA
39507,2,NA,1,19,20,4,3,156,2,NA,NA,3,12,240
39511,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,NA,NA
39512,1,40,NA,11,5,1,1,60,2,NA,NA,2,NA,NA
39516,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,16,8
39521,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,12
39522,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,408
39524,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,204
39525,1,40,NA,16,8,1,1,1,2,NA,NA,2,NA,NA
39529,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,24
39531,1,40,NA,16,11,1,3,1,2,NA,NA,2,NA,NA
39532,1,45,NA,8,17,1,1,96,2,NA,NA,2,NA,NA
39533,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
39535,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,84
39536,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39538,1,65,NA,19,6,5,5,240,1,2,NA,2,NA,NA
39541,1,35,NA,18,16,1,1,12,1,7,NA,1,17,24
39543,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,96
39545,1,45,NA,5,21,1,2,36,1,1,NA,1,21,168
39546,1,40,NA,6,21,1,1,156,2,NA,NA,2,NA,NA
39547,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,396
39549,1,8,1,17,14,1,1,24,1,2,NA,2,NA,NA
39550,1,40,NA,4,19,1,1,7,2,NA,NA,2,NA,NA
39551,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,15,36
39553,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,96
39554,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,84
39556,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,22,300
39560,1,45,NA,15,8,4,1,24,2,NA,NA,2,NA,NA
39561,1,5,2,18,13,1,5,9,2,NA,NA,2,NA,NA
39564,1,40,NA,16,1,1,1,12,1,1,NA,1,21,60
39566,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,12,120
39568,2,NA,2,18,13,1,1,72,2,NA,NA,2,NA,NA
39569,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,16,144
39570,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,13,7
39571,1,3,2,1,1,5,1,144,2,NA,NA,2,NA,NA
39572,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39573,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39575,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39576,1,50,NA,4,19,1,1,5,2,NA,NA,2,NA,NA
39577,1,30,2,19,15,1,1,72,2,NA,NA,1,15,516
39580,1,19,2,12,16,1,3,4,2,NA,NA,2,NA,NA
39582,2,NA,2,16,15,5,1,7,2,NA,NA,2,NA,NA
39583,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,720
39584,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,14,240
39586,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39587,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,21,48
39588,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,384
39591,1,40,NA,13,7,5,1,288,2,NA,NA,2,NA,NA
39592,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,540
39593,1,40,NA,21,12,3,1,228,2,NA,NA,2,NA,NA
39598,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,19,120
39599,1,50,NA,5,1,1,1,204,2,NA,NA,2,NA,NA
39600,1,28,2,19,16,1,2,10,2,NA,NA,2,NA,NA
39602,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,12
39604,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,120
39606,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,36
39608,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,276
39613,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,14,3
39615,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,19,300
39616,1,44,NA,11,2,1,1,72,2,NA,NA,2,NA,NA
39618,1,40,NA,16,10,1,1,192,2,NA,NA,2,NA,NA
39619,1,30,2,18,13,1,1,12,2,NA,NA,2,NA,NA
39620,1,45,NA,9,22,1,1,24,2,NA,NA,1,14,96
39621,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,480
39624,1,40,NA,16,6,3,1,60,1,1,NA,2,NA,NA
39625,1,50,NA,14,14,1,3,1,2,NA,NA,1,13,120
39626,1,48,NA,5,4,1,1,324,2,NA,NA,2,NA,NA
39630,1,40,NA,5,21,1,1,72,2,NA,NA,2,NA,NA
39632,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39635,1,35,NA,15,17,1,3,14,2,NA,NA,1,13,36
39638,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,13,108
39639,1,40,NA,17,9,5,1,120,2,NA,NA,1,7,300
39640,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,48
39641,1,50,NA,10,9,1,1,204,2,NA,NA,2,NA,NA
39644,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,6
39646,1,55,NA,4,1,1,1,18,1,8,NA,2,NA,NA
39647,1,15,2,18,13,1,1,48,1,3,NA,2,NA,NA
39650,1,60,NA,4,19,5,1,180,2,NA,NA,2,NA,NA
39653,1,70,NA,21,12,4,1,168,2,NA,NA,2,NA,NA
39654,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39655,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39657,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,22,120
39659,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,15,600
39660,1,40,NA,16,15,5,1,60,2,NA,NA,1,14,36
39662,1,40,NA,6,22,1,1,72,2,NA,NA,2,NA,NA
39663,1,36,NA,14,14,4,4,6,2,NA,NA,2,NA,NA
39665,1,40,NA,21,5,4,1,4,2,NA,NA,2,NA,NA
39668,1,40,NA,4,19,1,1,24,2,NA,NA,2,NA,NA
39669,1,30,2,1,18,1,1,36,2,NA,NA,2,NA,NA
39670,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,84
39673,1,47,NA,3,19,1,1,60,2,NA,NA,2,NA,NA
39674,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,444
39676,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,240
39677,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,23,204
39678,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39681,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,24
39682,1,56,NA,6,22,1,1,60,2,NA,NA,2,NA,NA
39688,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,21,252
39690,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,22,432
39691,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39692,1,55,NA,13,9,1,1,72,1,1,NA,1,16,72
39695,1,46,NA,6,21,1,5,36,2,NA,NA,2,NA,NA
39696,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,13,180
39697,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,19,120
39700,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,84
39702,1,46,NA,14,12,1,4,60,2,NA,NA,1,17,96
39707,1,60,NA,18,1,1,1,84,2,NA,NA,2,NA,NA
39710,1,23,1,18,13,1,4,36,1,6,NA,2,NA,NA
39712,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,8,24
39715,1,46,NA,5,17,1,1,9,2,NA,NA,2,NA,NA
39716,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,22,24
39717,1,55,NA,7,22,1,1,60,2,NA,NA,2,NA,NA
39719,1,20,1,18,16,1,4,4,2,NA,NA,2,NA,NA
39720,1,45,NA,16,11,1,1,14,2,NA,NA,1,15,36
39721,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,60
39722,1,22,1,4,19,1,1,6,2,NA,NA,2,NA,NA
39723,1,40,NA,5,4,1,1,36,2,NA,NA,2,NA,NA
39725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,17,120
39726,1,50,NA,9,19,1,4,60,2,NA,NA,2,NA,NA
39727,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,420
39728,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,264
39729,1,50,NA,12,16,1,5,18,1,1,NA,1,1,36
39730,1,33,2,18,16,1,4,5,2,NA,NA,2,NA,NA
39732,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,156
39734,1,40,NA,4,19,1,1,18,2,NA,NA,2,NA,NA
39735,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,12
39736,1,39,NA,8,16,1,1,36,1,0,NA,1,21,72
39743,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39746,1,35,NA,8,22,1,4,2,2,NA,NA,1,1,204
39751,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,420
39752,1,40,NA,4,19,1,1,360,2,NA,NA,2,NA,NA
39753,1,60,NA,19,20,5,1,180,2,NA,NA,2,NA,NA
39754,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,36
39755,1,56,NA,1,18,1,1,360,2,NA,NA,2,NA,NA
39758,1,52,NA,7,22,1,1,360,2,NA,NA,2,NA,NA
39761,1,30,2,7,22,1,1,300,1,1,NA,2,NA,NA
39764,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,17,84
39765,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,12
39768,1,48,NA,4,21,1,1,3,1,1,NA,1,17,30
39769,1,10,2,4,19,1,1,24,2,NA,NA,2,NA,NA
39770,1,45,NA,8,16,1,4,8,1,1,NA,2,NA,NA
39771,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39772,1,50,NA,9,22,1,1,120,2,NA,NA,1,22,300
39773,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,19,240
39774,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,72
39776,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
39777,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,14,24
39779,1,30,1,19,16,1,4,12,2,NA,NA,2,NA,NA
39780,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,36
39781,1,16,1,15,14,3,1,324,2,NA,NA,2,NA,NA
39782,1,73,NA,4,19,1,1,21,2,NA,NA,1,19,252
39783,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,312
39785,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,132
39786,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,15,60
39787,1,40,NA,16,10,99,1,4,2,NA,NA,1,21,72
39788,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39790,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,180
39792,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,11,60
39793,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,360
39794,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,16,24
39795,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,432
39796,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,16,360
39797,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,360
39798,1,20,1,10,16,1,1,9,1,20,NA,2,NA,NA
39799,1,74,NA,15,8,4,5,240,2,NA,NA,2,NA,NA
39800,1,44,NA,13,2,1,1,18,2,NA,NA,2,NA,NA
39802,1,27,2,18,13,1,1,24,2,NA,NA,2,NA,NA
39803,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,20,9
39804,1,40,NA,13,1,1,1,60,2,NA,NA,2,NA,NA
39806,1,35,NA,14,14,1,1,48,2,NA,NA,2,NA,NA
39807,1,8,2,5,4,5,5,240,2,NA,NA,2,NA,NA
39808,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,48
39809,1,45,NA,11,2,1,1,24,2,NA,NA,1,16,30
39810,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39811,1,45,NA,11,2,1,1,180,2,NA,NA,2,NA,NA
39812,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,13,4
39813,1,40,NA,4,19,1,1,36,2,NA,NA,1,21,120
39814,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,16,180
39816,1,16,2,18,13,1,2,1,2,NA,NA,1,17,18
39817,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39818,1,15,2,15,8,3,3,48,2,NA,NA,2,NA,NA
39819,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
39820,1,46,NA,19,21,1,1,2,1,2,NA,1,21,60
39821,1,40,NA,21,12,4,2,48,1,1,NA,1,16,72
39822,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39823,1,30,2,15,8,4,1,36,2,NA,NA,1,1,120
39826,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39827,2,NA,2,8,16,1,5,15,2,NA,NA,2,NA,NA
39828,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,17,12
39829,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,17,9
39830,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA
39831,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,300
39832,1,40,NA,7,16,5,2,4,2,NA,NA,1,15,24
39833,1,45,NA,9,22,1,1,12,2,NA,NA,1,13,48
39834,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,48
39835,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,21,204
39837,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,13,0
39838,1,40,NA,7,2,5,1,180,1,8,NA,2,NA,NA
39839,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,20,480
39840,1,23,1,4,17,1,1,24,2,NA,NA,1,17,96
39842,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,372
39843,1,20,2,16,11,1,1,12,2,NA,NA,2,NA,NA
39845,1,20,2,18,13,1,5,5,2,NA,NA,1,17,12
39846,1,96,NA,16,11,1,1,11,2,NA,NA,1,17,36
39847,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,60
39848,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39849,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,NA,NA
39851,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39853,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,17,240
39854,1,40,NA,8,22,1,1,6,2,NA,NA,2,NA,NA
39856,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,21,48
39858,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39859,1,60,NA,13,16,1,1,264,2,NA,NA,2,NA,NA
39860,1,40,NA,15,8,3,1,324,1,1,NA,2,NA,NA
39861,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,14,168
39862,1,40,NA,7,16,1,1,96,1,5,NA,2,NA,NA
39864,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,8,12
39866,1,24,2,16,11,1,1,4,2,NA,NA,1,17,276
39868,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,240
39869,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,8,84
39871,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,NA,NA
39872,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,21,240
39873,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,22,240
39874,1,9,2,18,16,1,2,0,2,NA,NA,1,11,6
