"seqn","fsd032a","fsd032b","fsd032c","fsd032d","fsd032e","fsd032f","fsd041","fsd052","fsd061","fsd071","fsd081","fsd092","fsd102","fsd111","fsd122","fsd132","fsd141","fsd146","fsdhh","fsdad","fsdch","fsd151","fsq400","fsq410","fsq420","fsq430","fsq440","fsq450","fsq460","fsq470","fsq480","fsq490","fsq500","fsq510","fsq520","fsq170","fsd170n","fsd180","fsd190","fsd200","fsq162","fsd650c","fsd660c","fsd670c","fsd650m","fsd660m","fsd670m"
30521,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30522,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30523,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30524,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30525,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30526,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30527,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30528,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30529,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30530,2,2,2,2,2,2,1,2,1,1,2,2,NA,1,1,2,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,5,1,12,1,2,NA,NA,NA,NA,NA,NA
30531,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30532,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
30533,2,1,2,3,3,3,2,NA,1,1,2,1,3,2,2,NA,2,2,3,4,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,1,1,1,24,NA,NA,NA
30534,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30535,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30536,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
30537,2,2,2,3,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,1,48,NA,NA,NA
30538,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,4,1,3,1,1,NA,NA,NA,NA,NA,NA
30539,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30540,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,1,1,1,1,NA,NA,NA
30541,2,2,2,2,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30542,2,3,2,2,2,2,2,NA,1,2,2,2,NA,1,2,NA,2,2,3,3,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30543,1,2,2,2,2,3,1,2,1,1,1,2,NA,2,2,NA,2,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,7,1,10,1,1,1,1,23,NA,NA,NA
30544,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30545,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,2,NA,NA,NA,NA,NA
30546,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30547,1,2,2,2,2,3,1,2,1,1,2,2,NA,2,2,NA,2,2,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30548,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30549,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30550,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,12,1,2,2,NA,NA,NA,NA,NA
30551,2,2,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,3,1,7,1,2,NA,NA,NA,NA,NA,NA
30552,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30553,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30554,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30555,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30556,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30557,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,2,NA,NA
30558,3,3,2,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,3,2,NA,NA,2,2,NA,NA,NA,NA,NA
30559,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30560,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30561,1,2,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,11,1,2,NA,NA,NA,NA,NA,NA
30562,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30563,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30565,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,12,1,2,NA,NA,NA,NA,NA,NA
30566,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,2,NA,NA,NA,NA,NA
30567,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30568,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30569,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30570,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30571,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30573,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30574,2,3,3,NA,NA,NA,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30575,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,12,1,1,NA,NA,NA,NA,NA,NA
30576,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30577,1,1,2,2,1,1,1,2,1,2,2,2,NA,1,2,NA,2,2,4,4,3,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30578,1,1,1,1,1,1,1,1,2,2,2,2,NA,2,2,NA,2,2,4,3,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,1,12,NA,NA,NA
30579,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,2,NA,NA,NA,NA,NA
30580,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,NA,NA,NA
30581,2,3,3,2,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,1,4,NA,NA,NA
30582,3,2,2,2,2,2,1,2,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30583,3,3,2,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30584,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30585,1,1,1,1,1,2,1,2,1,2,2,2,NA,2,2,NA,2,2,4,4,3,2,1,7,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,1,1,10
30586,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30587,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30588,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30589,2,2,2,NA,NA,NA,2,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30590,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30591,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,48,NA,NA,NA
30592,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30593,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,11,2,2,1,2,9,NA,NA,NA
30594,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30595,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30596,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30597,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30598,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30599,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,1,2,8,NA,NA,NA
30600,1,2,3,1,3,3,2,NA,1,1,2,1,2,2,2,NA,2,2,3,4,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,2,2,NA,NA,NA
30601,1,1,2,1,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,2,11,NA,NA,NA
30602,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30603,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30604,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,NA,NA,NA,1,1,12
30605,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,1,NA,NA,NA,NA,NA,NA,NA
30606,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30607,1,1,2,3,2,1,2,NA,2,2,2,2,NA,2,2,NA,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,NA,2,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30608,1,2,2,3,3,3,1,3,1,2,2,2,NA,2,2,NA,2,2,3,3,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30609,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30610,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30611,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,2,NA,NA,NA,NA,NA
30612,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30613,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30614,1,2,1,3,3,3,1,1,1,1,1,1,2,2,2,NA,2,2,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,NA,NA,1,1,2,NA,NA,1,1,1,5,NA,NA,NA
30615,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30616,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30617,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30618,2,2,2,2,2,3,1,2,1,1,1,1,3,1,2,NA,2,2,4,4,3,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,1,NA,NA,NA,1,1,10
30619,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30620,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,2,NA,NA,NA
30621,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30622,1,2,2,3,2,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,24,NA,NA,NA
30623,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,1,1,1,10,NA,NA,NA
30624,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30625,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30626,2,3,3,3,3,3,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30627,6,6,6,NA,NA,NA,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
30628,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
30629,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,NA,NA,2,NA,NA,NA,NA,NA,NA
